Index,day,biomassH,day,biomassHF,day,biomass2015,day,yieldH,day,yieldHF,day,yield2015,day,laiH,day,laiHF,day,lai2015,day,biomassM,day,biomassM,biomassMStdError,day,laiM,day,laiM,laiMStdError,Index,day,SAT ,day,SW2015,day,DUL ,day,LL ,day,NO32015,day,ST2015,day,SWM,day,SWM,SWMStdError,day,NO3M,day,NO3M,NO3MStdError,day,STM,day,STM,STMStdError
3495,208,"12,945.10",208,"12,586",,,208,"1,779.20",208,"1,780.30",,,208,4.065,208,4.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3496,209,"13,216.80",209,"12,857.60",,,209,"2,087.10",209,"2,088.50",,,209,4.063,209,4.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3497,210,"13,407.70",210,"13,048.10",,,210,"2,397.10",210,"2,398.60",,,210,4.061,210,4.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3498,211,"13,681.70",211,"13,321.50",,,211,"2,708.70",211,"2,710.50",,,211,4.059,211,4.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3499,212,"13,969.90",212,"13,609",,,212,"3,018.10",212,"3,020.00",,,212,4.057,212,4.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3500,213,"14,284.70",213,"13,923.00",,,213,"3,314.90",213,"3,317.00",,,213,4.055,213,4.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3501,214,"14,435.10",214,"14,153.40",,,214,"3,523.80",214,"3,568.20",,,214,3.952,214,3.962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3502,215,"14,589.80",215,"14,373.50",,,215,"3,770.90",215,"3,859.70",,,215,3.874,215,3.934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3503,216,"14,646.90",216,"14,449",,,216,"3,939.20",216,"4,038.50",,,216,3.719,216,3.789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3504,217,"14,703.00",217,"14,510.40",,,217,"4,104.50",217,"4,207.40",,,217,3.576,217,3.648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3505,218,"14,780",218,"14,596.80",,,218,"4,270.00",218,"4,378.00",,,218,3.447,218,3.522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3506,219,"14,837.60",219,"14,665.00",,,219,"4,401.20",219,"4,514.80",,,219,3.322,219,3.402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3507,220,"14,879.80",220,"14,712.90",,,220,"4,537",220,"4,653.20",,,220,3.182,220,3.262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3508,221,"14,908",221,"14,744.10",,,221,"4,663.00",221,"4,780.90",,,221,3.039,221,3.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3509,222,"14,934.00",222,"14,772.10",,,222,"4,799.70",222,"4,918.60",,,222,2.901,222,2.977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3510,223,"14,958.10",223,"14,797.70",,,223,"4,927.70",223,"5,056.50",,,223,2.77,223,2.843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3511,224,"14,980.00",224,"14,820.50",,,224,"4,950",224,"5,094.70",,,224,2.647,224,2.718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3512,225,"15,002.20",225,"14,843.30",,,225,"4,971.80",225,"5,117.60",,,225,2.532,225,2.599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3513,226,"15,113.60",226,"14,946",,,226,"5,083.20",226,"5,220.10",,,226,2.477,226,2.537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3514,227,"15,164.40",227,"14,998.50",,,227,"5,133.90",227,"5,273",,,227,2.378,227,2.436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3515,228,"15,188.60",228,"15,024.00",,,228,"5,158",228,"5,298.20",,,228,2.272,228,2.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3516,229,"15,209.30",229,"15,045.40",,,229,"5,178.80",229,"5,319.70",,,229,2.169,229,2.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3517,230,"15,227.90",230,"15,064.30",,,230,"5,197.50",230,"5,338.50",,,230,2.069,230,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3518,231,"15,278.60",231,"15,110.90",,,231,"5,248",231,"5,385.20",,,231,2.019,231,2.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3519,232,"15,451.70",232,"15,283.50",,,232,"5,421.30",232,"5,558",,,232,2.002,232,2.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3520,233,"15,514.20",233,"15,347.00",,,233,"5,483.80",233,"5,621.30",,,233,1.936,233,1.978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3521,234,"15,541.50",234,"15,375.00",,,234,"5,511.00",234,"5,649.20",,,234,1.853,234,1.894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3522,235,"15,631",235,"15,462.80",,,235,"5,600.30",235,"5,737.10",,,235,1.811,235,1.849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3523,236,"15,826.00",236,"15,660.30",,,236,"5,795.50",236,"5,934.50",,,236,1.811,236,1.849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3524,237,"15,964.20",237,"15,800.20",,,237,"5,934",237,"6,074",,,237,1.811,237,1.849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3525,238,"16,071.30",238,"15,908.50",,,238,"6,040.90",238,"6,182.80",,,238,1.811,238,1.849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3526,239,"16,183.90",239,"16,017.10",,,239,"6,153.50",239,"6,291.40",,,239,1.777,239,1.812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3527,240,"16,291.30",240,"16,120.50",,,240,"6,260.90",240,"6,394.70",,,240,1.753,240,1.784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3528,241,"16,375.90",241,"16,206.70",,,241,"6,345.50",241,"6,481",,,241,1.705,241,1.736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3529,242,"16,401.50",242,"16,233.00",,,242,"6,371.00",242,"6,507.20",,,242,1.632,242,1.661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3530,243,"16,420.10",243,"16,252.10",,,243,"6,389.70",243,"6,526.40",,,243,1.561,243,1.589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3531,244,"16,439.70",244,"16,272.10",,,244,"6,409.20",244,"6,546.30",,,244,1.492,244,1.519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3532,245,"16,461.50",245,"16,294.50",,,245,"6,431.10",245,"6,568.80",,,245,1.428,245,1.454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3533,246,"16,504.10",246,"16,334.50",,,246,"6,473.70",246,"6,608.70",,,246,1.383,246,1.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3534,247,"16,642.30",247,"16,474.10",,,247,"6,611.90",247,"6,748.30",,,247,1.383,247,1.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3535,248,"16,792.90",248,"16,626.40",,,248,"6,762.50",248,"6,900.60",,,248,1.383,248,1.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3536,249,"16,910.80",249,"16,745.50",,,249,"6,762.50",249,"6,900.60",,,249,1.383,249,1.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3537,250,"16,994.30",250,"16,829.90",,,250,"6,762.50",250,"6,900.60",,,250,1.383,250,1.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3538,251,"16,994.30",251,"16,829.90",,,251,"6,762.50",251,"6,900.60",,,251,1.383,251,1.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3539,252,"16,994.30",252,"16,829.90",,,252,"6,762.50",252,"6,900.60",,,252,1.383,252,1.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3540,253,"16,994.30",253,"16,829.90",,,253,"6,762.50",253,"6,900.60",,,253,1.383,253,1.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3541,254,"16,994.30",254,"16,829.90",,,254,"6,762.50",254,"6,900.60",,,254,1.383,254,1.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3542,255,"16,994.30",255,"16,829.90",,,255,"6,762.50",255,"6,900.60",,,255,1.383,255,1.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3543,256,"16,994.30",256,"16,829.90",,,256,"6,762.50",256,"6,900.60",,,256,1.383,256,1.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3544,257,"16,994.30",257,"16,829.90",,,257,"6,762.50",257,"6,900.60",,,257,1.383,257,1.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3545,258,"16,994.30",258,"16,829.90",,,258,"6,762.50",258,"6,900.60",,,258,1.383,258,1.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3546,259,"16,994.30",259,"16,829.90",,,259,"6,762.50",259,"6,900.60",,,259,1.383,259,1.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3547,260,"16,994.30",260,"16,829.90",,,260,"6,762.50",260,"6,900.60",,,260,1.383,260,1.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3548,261,"16,994.30",261,"16,829.90",,,261,"6,762.50",261,"6,900.60",,,261,1.383,261,1.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3549,262,"16,994.30",262,"16,829.90",,,262,"6,762.50",262,"6,900.60",,,262,1.383,262,1.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3550,263,"16,994.30",263,"16,829.90",,,263,"6,762.50",263,"6,900.60",,,263,1.383,263,1.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3551,264,"16,994.30",264,"16,829.90",,,264,"6,762.50",264,"6,900.60",,,264,1.383,264,1.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3552,265,"16,994.30",265,"16,829.90",,,265,"6,762.50",265,"6,900.60",,,265,0.003,265,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3553,266,0,266,0,,,266,0,266,0,,,266,0,266,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3554,267,0,267,0,,,267,0,267,0,,,267,0,267,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3555,268,0,268,0,,,268,0,268,0,,,268,0,268,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3556,269,0,269,0,,,269,0,269,0,,,269,0,269,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3557,270,0,270,0,,,270,0,270,0,,,270,0,270,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3558,271,0,271,0,,,271,0,271,0,,,271,0,271,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3559,272,0,272,0,,,272,0,272,0,,,272,0,272,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3560,273,0,273,0,,,273,0,273,0,,,273,0,273,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3561,274,0,274,0,,,274,0,274,0,,,274,0,274,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3562,275,0,275,0,,,275,0,275,0,,,275,0,275,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3563,276,0,276,0,,,276,0,276,0,,,276,0,276,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3564,277,0,277,0,,,277,0,277,0,,,277,0,277,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3565,278,0,278,0,,,278,0,278,0,,,278,0,278,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3566,279,0,279,0,,,279,0,279,0,,,279,0,279,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3567,280,0,280,0,,,280,0,280,0,,,280,0,280,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3568,281,0,281,0,,,281,0,281,0,,,281,0,281,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3569,282,0,282,0,,,282,0,282,0,,,282,0,282,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3570,283,0,283,0,,,283,0,283,0,,,283,0,283,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3571,284,0,284,0,,,284,0,284,0,,,284,0,284,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3572,285,0,285,0,,,285,0,285,0,,,285,0,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3573,286,0,286,0,,,286,0,286,0,,,286,0,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3574,287,0,287,0,,,287,0,287,0,,,287,0,287,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3575,288,0,288,0,,,288,0,288,0,,,288,0,288,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3576,289,0,289,0,,,289,0,289,0,,,289,0,289,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3577,290,0,290,0,,,290,0,290,0,,,290,0,290,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3578,291,0,291,0,,,291,0,291,0,,,291,0,291,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3579,292,0,292,0,,,292,0,292,0,,,292,0,292,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3580,293,0,293,0,,,293,0,293,0,,,293,0,293,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3581,294,0,294,0,,,294,0,294,0,,,294,0,294,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3582,295,0,295,0,,,295,0,295,0,,,295,0,295,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3583,296,0,296,0,,,296,0,296,0,,,296,0,296,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3584,297,0,297,0,,,297,0,297,0,,,297,0,297,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3585,298,0,298,0,,,298,0,298,0,,,298,0,298,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3586,299,0,299,0,,,299,0,299,0,,,299,0,299,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3587,300,0,300,0,,,300,0,300,0,,,300,0,300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3588,301,0,301,0,,,301,0,301,0,,,301,0,301,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3589,302,0,302,0,,,302,0,302,0,,,302,0,302,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3590,303,0,303,0,,,303,0,303,0,,,303,0,303,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3591,304,0,304,0,,,304,0,304,0,,,304,0,304,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3592,305,0,305,0,,,305,0,305,0,,,305,0,305,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3593,306,0,306,0,,,306,0,306,0,,,306,0,306,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3594,307,0,307,0,,,307,0,307,0,,,307,0,307,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3595,308,0,308,0,,,308,0,308,0,,,308,0,308,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3596,309,0,309,0,,,309,0,309,0,,,309,0,309,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3597,310,0,310,0,,,310,0,310,0,,,310,0,310,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3598,311,0,311,0,,,311,0,311,0,,,311,0,311,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3599,312,0,312,0,,,312,0,312,0,,,312,0,312,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3600,313,0,313,0,,,313,0,313,0,,,313,0,313,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3601,314,0,314,0,,,314,0,314,0,,,314,0,314,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3602,315,0,315,0,,,315,0,315,0,,,315,0,315,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3603,316,0,316,0,,,316,0,316,0,,,316,0,316,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3604,317,0,317,0,,,317,0,317,0,,,317,0,317,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3605,318,0,318,0,,,318,0,318,0,,,318,0,318,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3606,319,0,319,0,,,319,0,319,0,,,319,0,319,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3607,320,0,320,0,,,320,0,320,0,,,320,0,320,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3608,321,0,321,0,,,321,0,321,0,,,321,0,321,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3609,322,0,322,0,,,322,0,322,0,,,322,0,322,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3610,323,0,323,0,,,323,0,323,0,,,323,0,323,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3611,324,0,324,0,,,324,0,324,0,,,324,0,324,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3612,325,0,325,0,,,325,0,325,0,,,325,0,325,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3613,326,0,326,0,,,326,0,326,0,,,326,0,326,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3614,327,0,327,0,,,327,0,327,0,,,327,0,327,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3615,328,0,328,0,,,328,0,328,0,,,328,0,328,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3616,329,0,329,0,,,329,0,329,0,,,329,0,329,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3617,330,0,330,0,,,330,0,330,0,,,330,0,330,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3618,331,0,331,0,,,331,0,331,0,,,331,0,331,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3619,332,0,332,0,,,332,0,332,0,,,332,0,332,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3620,333,0,333,0,,,333,0,333,0,,,333,0,333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3621,334,0,334,0,,,334,0,334,0,,,334,0,334,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3622,335,0,335,0,,,335,0,335,0,,,335,0,335,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3623,336,0,336,0,,,336,0,336,0,,,336,0,336,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3624,337,0,337,0,,,337,0,337,0,,,337,0,337,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3625,338,0,338,0,,,338,0,338,0,,,338,0,338,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3626,339,0,339,0,,,339,0,339,0,,,339,0,339,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3627,340,0,340,0,,,340,0,340,0,,,340,0,340,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3628,341,0,341,0,,,341,0,341,0,,,341,0,341,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3629,342,0,342,0,,,342,0,342,0,,,342,0,342,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3630,343,0,343,0,,,343,0,343,0,,,343,0,343,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3631,344,0,344,0,,,344,0,344,0,,,344,0,344,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3632,345,0,345,0,,,345,0,345,0,,,345,0,345,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3633,346,0,346,0,,,346,0,346,0,,,346,0,346,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3634,347,0,347,0,,,347,0,347,0,,,347,0,347,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3635,348,0,348,0,,,348,0,348,0,,,348,0,348,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3636,349,0,349,0,,,349,0,349,0,,,349,0,349,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3637,350,0,350,0,,,350,0,350,0,,,350,0,350,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3638,351,0,351,0,,,351,0,351,0,,,351,0,351,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3639,352,0,352,0,,,352,0,352,0,,,352,0,352,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3640,353,0,353,0,,,353,0,353,0,,,353,0,353,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3641,354,0,354,0,,,354,0,354,0,,,354,0,354,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3642,355,0,355,0,,,355,0,355,0,,,355,0,355,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3643,356,0,356,0,,,356,0,356,0,,,356,0,356,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3644,357,0,357,0,,,357,0,357,0,,,357,0,357,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3645,358,0,358,0,,,358,0,358,0,,,358,0,358,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3646,359,0,359,0,,,359,0,359,0,,,359,0,359,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3647,360,0,360,0,,,360,0,360,0,,,360,0,360,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3648,361,0,361,0,,,361,0,361,0,,,361,0,361,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3649,362,0,362,0,,,362,0,362,0,,,362,0,362,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3650,363,0,363,0,,,363,0,363,0,,,363,0,363,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3651,364,0,364,0,,,364,0,364,0,,,364,0,364,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3652,365,0,365,0,,,365,0,365,0,,,365,0,365,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3653,1,0,1,0,,,1,0,1,0,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3654,2,0,2,0,,,2,0,2,0,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3655,3,0,3,0,,,3,0,3,0,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3656,4,0,4,0,,,4,0,4,0,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3657,5,0,5,0,,,5,0,5,0,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3658,6,0,6,0,,,6,0,6,0,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3659,7,0,7,0,,,7,0,7,0,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3660,8,0,8,0,,,8,0,8,0,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3661,9,0,9,0,,,9,0,9,0,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3662,10,0,10,0,,,10,0,10,0,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3663,11,0,11,0,,,11,0,11,0,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3664,12,0,12,0,,,12,0,12,0,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3665,13,0,13,0,,,13,0,13,0,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3666,14,0,14,0,,,14,0,14,0,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3667,15,0,15,0,,,15,0,15,0,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3668,16,0,16,0,,,16,0,16,0,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3669,17,0,17,0,,,17,0,17,0,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
